0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
444.0,444.0,444.0,444.0,424.69565217391306,444.0,424.69565217391306,405.39130434782606,444.0,444.0,482.60869565217394,444.0,424.69565217391306,424.69565217391306,444.0,239.1304347826087,282.60869565217394,293.4782608695652,336.95652173913044,358.69565217391306,293.4782608695652,336.95652173913044,369.5652173913044,358.69565217391306,413.04347826086956,456.5217391304348,369.5652173913044,413.04347826086956,467.39130434782606,336.95652173913044
424.69565217391306,444.0,444.0,444.0,424.69565217391306,424.69565217391306,424.69565217391306,405.39130434782606,444.0,424.69565217391306,424.69565217391306,444.0,424.69565217391306,482.60869565217394,444.0,239.1304347826087,282.60869565217394,293.4782608695652,336.95652173913044,358.69565217391306,293.4782608695652,336.95652173913044,369.5652173913044,358.69565217391306,413.04347826086956,467.39130434782606,369.5652173913044,423.9130434782609,456.5217391304348,326.0869565217391
424.69565217391306,444.0,444.0,444.0,405.39130434782606,424.69565217391306,424.69565217391306,405.39130434782606,444.0,424.69565217391306,444.0,424.69565217391306,424.69565217391306,463.30434782608694,444.0,239.1304347826087,282.60869565217394,293.4782608695652,326.0869565217391,358.69565217391306,293.4782608695652,336.95652173913044,369.5652173913044,358.69565217391306,413.04347826086956,467.39130434782606,358.69565217391306,413.04347826086956,467.39130434782606,326.0869565217391
424.69565217391306,424.69565217391306,444.0,444.0,405.39130434782606,424.69565217391306,424.69565217391306,405.39130434782606,424.69565217391306,405.39130434782606,444.0,424.69565217391306,405.39130434782606,444.0,424.69565217391306,239.1304347826087,282.60869565217394,293.4782608695652,326.0869565217391,358.69565217391306,293.4782608695652,336.95652173913044,369.5652173913044,358.69565217391306,413.04347826086956,445.6521739130435,358.69565217391306,413.04347826086956,445.6521739130435,326.0869565217391
424.69565217391306,424.69565217391306,444.0,444.0,405.39130434782606,424.69565217391306,424.69565217391306,405.39130434782606,424.69565217391306,424.69565217391306,444.0,424.69565217391306,405.39130434782606,444.0,424.69565217391306,239.1304347826087,282.60869565217394,293.4782608695652,326.0869565217391,358.69565217391306,293.4782608695652,336.95652173913044,369.5652173913044,358.69565217391306,402.17391304347825,445.6521739130435,358.69565217391306,402.17391304347825,456.5217391304348,326.0869565217391
405.39130434782606,424.69565217391306,424.69565217391306,424.69565217391306,405.39130434782606,424.69565217391306,424.69565217391306,405.39130434782606,424.69565217391306,424.69565217391306,444.0,424.69565217391306,386.0869565217391,424.69565217391306,424.69565217391306,239.1304347826087,282.60869565217394,293.4782608695652,326.0869565217391,358.69565217391306,293.4782608695652,336.95652173913044,369.5652173913044,358.69565217391306,413.04347826086956,456.5217391304348,358.69565217391306,402.17391304347825,456.5217391304348,326.0869565217391
405.39130434782606,424.69565217391306,424.69565217391306,424.69565217391306,405.39130434782606,424.69565217391306,405.39130434782606,405.39130434782606,405.39130434782606,386.0869565217391,405.39130434782606,424.69565217391306,424.69565217391306,424.69565217391306,424.69565217391306,239.1304347826087,282.60869565217394,293.4782608695652,326.0869565217391,358.69565217391306,293.4782608695652,336.95652173913044,369.5652173913044,347.82608695652175,391.30434782608694,445.6521739130435,358.69565217391306,413.04347826086956,456.5217391304348,326.0869565217391
405.39130434782606,405.39130434782606,424.69565217391306,424.69565217391306,405.39130434782606,424.69565217391306,405.39130434782606,405.39130434782606,405.39130434782606,366.7826086956522,386.0869565217391,424.69565217391306,424.69565217391306,424.69565217391306,405.39130434782606,239.1304347826087,282.60869565217394,293.4782608695652,326.0869565217391,358.69565217391306,293.4782608695652,336.95652173913044,369.5652173913044,358.69565217391306,391.30434782608694,445.6521739130435,358.69565217391306,413.04347826086956,456.5217391304348,326.0869565217391
405.39130434782606,405.39130434782606,405.39130434782606,405.39130434782606,405.39130434782606,405.39130434782606,405.39130434782606,405.39130434782606,405.39130434782606,366.7826086956522,386.0869565217391,424.69565217391306,424.69565217391306,444.0,405.39130434782606,239.1304347826087,282.60869565217394,293.4782608695652,326.0869565217391,358.69565217391306,293.4782608695652,336.95652173913044,369.5652173913044,347.82608695652175,391.30434782608694,445.6521739130435,358.69565217391306,402.17391304347825,445.6521739130435,326.0869565217391
386.0869565217391,405.39130434782606,405.39130434782606,405.39130434782606,386.0869565217391,405.39130434782606,405.39130434782606,386.0869565217391,405.39130434782606,366.7826086956522,366.7826086956522,424.69565217391306,424.69565217391306,424.69565217391306,405.39130434782606,239.1304347826087,282.60869565217394,293.4782608695652,326.0869565217391,369.5652173913044,293.4782608695652,336.95652173913044,380.4347826086956,358.69565217391306,391.30434782608694,445.6521739130435,358.69565217391306,402.17391304347825,445.6521739130435,326.0869565217391
